"Setup Grp. From","Plant","Plant Name","Setup Grp. To","Duration","SKU_from","SKU_to","volume_SKU_to","volume_SKU_from","weighted_mean","weighted_dev","Syrup #Components","SetupMin","SetupMax"
"202624","0298","Karlsruhe","203279",120,"500MLALCNN12X1 MNSTR ASALT-KO EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,518577.999,6.43481680892661,11.3478573839798,12,120,480
"202624","0298","Karlsruhe","203346",480,"500MLALCNN12X1 MNSTR ASALT-KO EXPO","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,518577.999,6.43481680892661,11.3478573839798,12,120,480
"202624","0298","Karlsruhe","202646",120,"500MLALCNN12X1 MNSTR ASALT-KO EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,518577.999,6.43481680892661,11.3478573839798,12,120,480
"202624","0298","Karlsruhe","203029",180,"500MLALCNN12X1 MNSTR ASALT-KO EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,518577.999,6.43481680892661,11.3478573839798,12,120,480
"202625","0298","Karlsruhe","203064",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Fanta Exotic",1391980.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202646",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203413",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202598",60,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203283",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202619",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN1X24 MNSTR ENG ZERO ULTRA EXPO",516060.998,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203276",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203234",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Fanta Lmn",180253,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203379",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",239705,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203150",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203171",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203275",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203214",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203346",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202765",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203242",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Fanta Kw Strby",100298,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203235",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203277",60,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203347",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN10X1 Coke EXPO",106944,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203482",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Fanta Kw Strby",80464,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203225",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203285",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",14078,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202624",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","200251",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN1X24 Coke USC",251001.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202615",60,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202625",0,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO",573812,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202949",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG ULTRA VIOL EXPO",166486,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203396",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTRENRGYULTRFSTA-K EXPO",306298.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","200373",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN10X48 Coke",36356.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203279",120,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202663",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","201551",480,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","330MLALCNN10X1 Coke",1855168,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203029",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","202626",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO",432007.001,573812,6.14504815073922,11.3395033190131,14,60,480
"202625","0298","Karlsruhe","203378",180,"500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,573812,6.14504815073922,11.3395033190131,14,60,480
"202626","0298","Karlsruhe","203064",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Fanta Exotic",1391980.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203235",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203225",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203242",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Fanta Kw Strby",100298,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202624",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203150",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203413",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203482",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Fanta Kw Strby",80464,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203029",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203285",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",14078,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203276",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203214",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202619",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN1X24 MNSTR ENG ZERO ULTRA EXPO",516060.998,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","200251",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Coke USC",251001.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203396",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTRENRGYULTRFSTA-K EXPO",306298.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202765",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203347",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN10X1 Coke EXPO",106944,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202598",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203346",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203283",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203277",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203379",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",239705,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203171",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202949",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG ULTRA VIOL EXPO",166486,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202663",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203234",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN1X24 Fanta Lmn",180253,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202615",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202626",0,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO",432007.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","201551",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN10X1 Coke",1855168,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202625",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO",573812,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203378",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203275",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","203279",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","202646",180,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,432007.001,7.06686538821498,11.421724320974,16,120,480
"202626","0298","Karlsruhe","200373",480,"500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO","330MLALCNN10X48 Coke",36356.001,432007.001,7.06686538821498,11.421724320974,16,120,480
"202646","0298","Karlsruhe","203346",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 FANTALMNELDRFLWR",99732.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203277",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",47752,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202765",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG ULTRA CITR EXPO",78579.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202626",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG DUB BAL BL EXPO",432007.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203413",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTRJCDMNRCH-KO EXPO",300063,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202949",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG ULTRA VIOL EXPO",166486,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202663",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203064",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Fanta Exotic",1391980.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203283",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203276",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MONSTER ENRGY PCFCPN EXPO",489918.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203242",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Fanta Kw Strby",100298,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202615",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203347",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN10X1 Coke EXPO",106944,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203235",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Fanta Exotic Frt Pnch",304913,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202625",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENER ABSTLY ZE EXPO",573812,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203234",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Fanta Lmn",180253,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203379",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",239705,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","200251",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Coke USC",251001.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203279",60,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203482",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 Fanta Kw Strby",80464,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","200373",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN10X48 Coke",36356.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203214",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","568MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",283344,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203275",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ULTRA PRDISE-K EXPO",449423,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203150",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202619",60,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN1X24 MNSTR ENG ZERO ULTRA EXPO",516060.998,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203225",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203029",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",1181727.001,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203378",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN10X1 MONSTER ENRGY PCFCPN EXPO",156487,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203396",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTRENRGYULTRFSTA-K EXPO",306298.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202624",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ASALT-KO EXPO",518577.999,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203285",180,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",14078,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202646",0,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","201551",480,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","330MLALCNN10X1 Coke",1855168,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","202598",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","500MLALCNN1X24 Mnstr Ener- KO EXPO",1535973,610385,6.30664166604842,11.3801632905794,12,60,480
"202646","0298","Karlsruhe","203171",120,"500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO","568MLALCNN12X1 Mnstr Ener- KO EXPO",981984.25,610385,6.30664166604842,11.3801632905794,12,60,480
"202663","0298","Karlsruhe","202663",0,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO",638770.998,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","202615",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 Mnstr Ener- KO EXPO",564638.999,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","200251",480,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","330MLALCNN1X24 Coke USC",251001.999,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203225",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","568MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",41689,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","202646",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",610385,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203482",480,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","330MLALCNN1X24 Fanta Kw Strby",80464,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203279",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 MNSTR ENG ZERO ULTRA EXPO",48860.999,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203150",480,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","330MLALCNN1X24 FANTA MNG DRGNFRT",301053.001,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203234",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","330MLALCNN1X24 Fanta Lmn",180253,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","203283",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 MNSTR ENRGY JC MNG L EXPO",15278,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","202957",180,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","500MLALCNN12X1 MNSTR ENGPIPELINE PN EXPO",677047.001,638770.998,6.99748495535803,11.4286540483241,11,60,480
"202663","0298","Karlsruhe","201551",480,"500MLALCNN12X1 MNSTR ENG THE DOC-KO EXPO","330MLALCNN10X1 Coke",1855168,638770.998,6.99748495535803,11.4286540483241,11,60,480
