"Setup Grp. From","Plant","Plant Name","Setup Grp. To","Duration","SKU_from","SKU_to","volume_SKU_to","volume_SKU_from","weighted_mean","weighted_dev","Syrup #Components","SetupMin","SetupMax"
"200479","0280","Lüneburg","200031",150,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN6X3 VIO BY APOLLINARIS",257760,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","201633",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN18X1 VIO BY APOLINRISMDM(CARB)",1222632,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","201636",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN6X1 VIO BY APOLINRISMDM(CARB)",768056,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200479",0,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN6X40 VIO BY APOLLINARIS",36256,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","203487",70,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN6X1 VIOSPRITZIG",116060,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","202725",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1LPLBTN6X1 VIO BY APOLINRISMDM(CARB)",102228,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200030",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN18X1 VIO BY APOLLINARIS",549288,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","202723",150,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1LPLBTN6X1 VIO BY APOLLINARIS",219828,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200029",40,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN1X6 VIO BY APOLLINARIS",1162496,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","202723",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1LPLBTN6X1 VIO BY APOLLINARIS",219828,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","203490",70,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN1X6 VIOSPRITZIG",57664,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200030",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN18X1 VIO BY APOLLINARIS",1234224,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","201652",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN1X6 VIO BY APOLINRISMDM(CARB)",282688,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200032",30,"1.5LPLBTN6X40 VIO BY APOLLINARIS","1.5LPLBTN6X1 VIO BY APOLLINARIS",1498728,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","200030",150,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN18X1 VIO BY APOLLINARIS",1234224,36256,4.85914790094425,4.7591580784941,NA,30,150
"200479","0280","Lüneburg","202726",120,"1.5LPLBTN6X40 VIO BY APOLLINARIS","500MLPLBTN18X1 VIOSPRITZIG",238752,36256,4.85914790094425,4.7591580784941,NA,30,150
"200510","0280","Lüneburg","203486",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","1LGLBTR1X6 VIOSPRITZIG",75008,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202522",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO L/L",56560,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202890",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHORLE APL",123440,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","200510",0,"250MLGLBTR1X24 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLLINARIS",244656,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","200512",360,"250MLGLBTR1X24 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",106016,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","203118",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLINRISMDM(CARB)",185280,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202278",360,"250MLGLBTR1X24 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLINRISMDM(CARB)",21440,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202277",60,"250MLGLBTR1X24 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLINRISMDM(CARB)",45264,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202518",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO ORNG",32320,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","203480",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA PEACH-KO",83120,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202524",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO LMLIMEWCCMBERTSTE",23040,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","200512",360,"250MLGLBTR1X24 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",110656,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202520",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL RHBRB",96160,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","202521",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL BLCKCURRNT",81320,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","203112",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLLINARIS",350464,244656,13.1700476769188,12.8604582579007,NA,60,480
"200510","0280","Lüneburg","203481",480,"250MLGLBTR1X24 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA LMN-KO",77240,244656,13.1700476769188,12.8604582579007,NA,60,480
"200512","0280","Lüneburg","203486",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIOSPRITZIG",75008,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203486",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIOSPRITZIG",75008,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202277",360,"750MLGLBTR1X12 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLINRISMDM(CARB)",45264,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202277",360,"750MLGLBTR1X12 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLINRISMDM(CARB)",45264,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200510",360,"750MLGLBTR1X12 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLLINARIS",244656,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200510",360,"750MLGLBTR1X12 VIO BY APOLLINARIS","250MLGLBTR1X24 VIO BY APOLLINARIS",244656,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200512",0,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",110656,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200512",0,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",110656,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202278",60,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLINRISMDM(CARB)",21440,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202278",60,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLINRISMDM(CARB)",21440,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203112",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLLINARIS",350464,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203112",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLLINARIS",350464,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202522",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO L/L",56560,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202522",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO L/L",56560,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203481",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA LMN-KO",77240,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203481",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA LMN-KO",77240,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202524",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO LMLIMEWCCMBERTSTE",23040,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202524",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO LMLIMEWCCMBERTSTE",23040,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202520",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL RHBRB",96160,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202520",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL RHBRB",96160,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202518",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO ORNG",32320,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202518",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO BIO ORNG",32320,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200512",0,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",106016,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","200512",0,"750MLGLBTR1X12 VIO BY APOLLINARIS","750MLGLBTR1X12 VIO BY APOLLINARIS",106016,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203480",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA PEACH-KO",83120,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203480",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 FUZE TEA PEACH-KO",83120,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202521",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL BLCKCURRNT",81320,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202521",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHRL BLCKCURRNT",81320,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202890",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHORLE APL",123440,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","202890",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","300MLGLBTR1X24 VIO SCHORLE APL",123440,110656,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203118",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLINRISMDM(CARB)",185280,106016,6.82545570174601,7.10332694384577,NA,60,480
"200512","0280","Lüneburg","203118",480,"750MLGLBTR1X12 VIO BY APOLLINARIS","1LGLBTR1X6 VIO BY APOLINRISMDM(CARB)",185280,110656,6.82545570174601,7.10332694384577,NA,60,480
"200817","0281","Köln","202854",180,"20LCDBBN1X1 Coke MCDO","5LCDBBN1X1 FUZE TEA LMN-KO POM",73679,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","201200",180,"20LCDBBN1X1 Coke MCDO","5LCDBBN1X1 Lift Apl POM",24837,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200402",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Coke lt POM",48385,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","203414",120,"20LCDBBN1X1 Coke MCDO","18LCDBBN1X1 FIS SWTNER EXPO",4920,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200819",30,"20LCDBBN1X1 Coke MCDO","20LCDBBN1X1 Coke lt MCDO",44024,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","203227",120,"20LCDBBN1X1 Coke MCDO","18LCDBBN1X1 FIS SWTNER EXPO",13534,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202583",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Mezzo Speciality Mix POM",5649,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200903",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Sprite MCDO",10878,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200817",0,"20LCDBBN1X1 Coke MCDO","20LCDBBN1X1 Coke MCDO",395074,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202737",120,"20LCDBBN1X1 Coke MCDO","18LCDBBN1X1 FIS SWTNER POM",64867,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202306",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Coke lt POM",2555,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200820",30,"20LCDBBN1X1 Coke MCDO","20LCDBBN1X1 FANTA ORG MCDO",97591,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202989",30,"20LCDBBN1X1 Coke MCDO","5LCDBBN1X1 FANTA SPLSH ORG POM",51782,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200901",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Coke lt MCDO",13623,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","201722",30,"20LCDBBN1X1 Coke MCDO","5LCDBBN1X1 Coke Zero MCDO",267706,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","201525",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Coke POM",41643,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202990",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 FANTA SPLSH ORG POM",83773,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","201190",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Coke Zero POM",59603,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200064",5,"20LCDBBN1X1 Coke MCDO","20LCDBBN1X1 Coke POM",193300,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","202711",30,"20LCDBBN1X1 Coke MCDO","5LCDBBN1X1 Coke Zero POM",32123,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200902",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 FANTA ORG MCDO",12367,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","203232",120,"20LCDBBN1X1 Coke MCDO","18LCDBBN1X1 FIS SWTNER EXPO",3680,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200405",30,"20LCDBBN1X1 Coke MCDO","10LCDBBN1X1 Sprite POM",106540,395074,1.39257797341625,1.82192059707997,3,5,120
"200817","0281","Köln","200818",30,"20LCDBBN1X1 Coke MCDO","20LCDBBN1X1 Sprite MCDO",78724,395074,1.39257797341625,1.82192059707997,3,5,120
"200818","0281","Köln","203232",120,"20LCDBBN1X1 Sprite MCDO","18LCDBBN1X1 FIS SWTNER EXPO",3680,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202737",120,"20LCDBBN1X1 Sprite MCDO","18LCDBBN1X1 FIS SWTNER POM",64867,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202306",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Coke lt POM",2555,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","201200",180,"20LCDBBN1X1 Sprite MCDO","5LCDBBN1X1 Lift Apl POM",24837,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200064",30,"20LCDBBN1X1 Sprite MCDO","20LCDBBN1X1 Coke POM",193300,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","201190",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Coke Zero POM",59603,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200817",30,"20LCDBBN1X1 Sprite MCDO","20LCDBBN1X1 Coke MCDO",395074,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200402",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Coke lt POM",48385,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200901",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Coke lt MCDO",13623,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","203227",120,"20LCDBBN1X1 Sprite MCDO","18LCDBBN1X1 FIS SWTNER EXPO",13534,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200902",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 FANTA ORG MCDO",12367,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202990",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 FANTA SPLSH ORG POM",83773,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200903",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Sprite MCDO",10878,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","203414",120,"20LCDBBN1X1 Sprite MCDO","18LCDBBN1X1 FIS SWTNER EXPO",4920,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202989",30,"20LCDBBN1X1 Sprite MCDO","5LCDBBN1X1 FANTA SPLSH ORG POM",51782,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202711",30,"20LCDBBN1X1 Sprite MCDO","5LCDBBN1X1 Coke Zero POM",32123,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202854",180,"20LCDBBN1X1 Sprite MCDO","5LCDBBN1X1 FUZE TEA LMN-KO POM",73679,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","201525",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Coke POM",41643,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","202583",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Mezzo Speciality Mix POM",5649,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200820",30,"20LCDBBN1X1 Sprite MCDO","20LCDBBN1X1 FANTA ORG MCDO",97591,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200819",30,"20LCDBBN1X1 Sprite MCDO","20LCDBBN1X1 Coke lt MCDO",44024,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200818",0,"20LCDBBN1X1 Sprite MCDO","20LCDBBN1X1 Sprite MCDO",78724,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","200405",30,"20LCDBBN1X1 Sprite MCDO","10LCDBBN1X1 Sprite POM",106540,78724,1.73737345141742,2.15069677799256,4,30,120
"200818","0281","Köln","201722",30,"20LCDBBN1X1 Sprite MCDO","5LCDBBN1X1 Coke Zero MCDO",267706,78724,1.73737345141742,2.15069677799256,4,30,120
"200819","0281","Köln","200405",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Sprite POM",106540,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","203227",120,"20LCDBBN1X1 Coke lt MCDO","18LCDBBN1X1 FIS SWTNER EXPO",13534,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200901",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Coke lt MCDO",13623,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","203232",120,"20LCDBBN1X1 Coke lt MCDO","18LCDBBN1X1 FIS SWTNER EXPO",3680,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","201525",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Coke POM",41643,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202737",120,"20LCDBBN1X1 Coke lt MCDO","18LCDBBN1X1 FIS SWTNER POM",64867,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200402",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Coke lt POM",48385,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200818",30,"20LCDBBN1X1 Coke lt MCDO","20LCDBBN1X1 Sprite MCDO",78724,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202990",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 FANTA SPLSH ORG POM",83773,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202583",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Mezzo Speciality Mix POM",5649,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","201200",180,"20LCDBBN1X1 Coke lt MCDO","5LCDBBN1X1 Lift Apl POM",24837,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202711",30,"20LCDBBN1X1 Coke lt MCDO","5LCDBBN1X1 Coke Zero POM",32123,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","201722",30,"20LCDBBN1X1 Coke lt MCDO","5LCDBBN1X1 Coke Zero MCDO",267706,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200903",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Sprite MCDO",10878,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200817",30,"20LCDBBN1X1 Coke lt MCDO","20LCDBBN1X1 Coke MCDO",395074,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200064",30,"20LCDBBN1X1 Coke lt MCDO","20LCDBBN1X1 Coke POM",193300,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202989",30,"20LCDBBN1X1 Coke lt MCDO","5LCDBBN1X1 FANTA SPLSH ORG POM",51782,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200820",30,"20LCDBBN1X1 Coke lt MCDO","20LCDBBN1X1 FANTA ORG MCDO",97591,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200902",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 FANTA ORG MCDO",12367,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202306",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Coke lt POM",2555,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","202854",180,"20LCDBBN1X1 Coke lt MCDO","5LCDBBN1X1 FUZE TEA LMN-KO POM",73679,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","200819",0,"20LCDBBN1X1 Coke lt MCDO","20LCDBBN1X1 Coke lt MCDO",44024,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","201190",30,"20LCDBBN1X1 Coke lt MCDO","10LCDBBN1X1 Coke Zero POM",59603,44024,1.76243329171618,2.1423380371367,7,30,120
"200819","0281","Köln","203414",120,"20LCDBBN1X1 Coke lt MCDO","18LCDBBN1X1 FIS SWTNER EXPO",4920,44024,1.76243329171618,2.1423380371367,7,30,120
"200820","0281","Köln","200818",30,"20LCDBBN1X1 FANTA ORG MCDO","20LCDBBN1X1 Sprite MCDO",78724,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","201200",180,"20LCDBBN1X1 FANTA ORG MCDO","5LCDBBN1X1 Lift Apl POM",24837,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","200402",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 Coke lt POM",48385,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","202583",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 Mezzo Speciality Mix POM",5649,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","201190",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 Coke Zero POM",59603,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","200820",0,"20LCDBBN1X1 FANTA ORG MCDO","20LCDBBN1X1 FANTA ORG MCDO",97591,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","203227",120,"20LCDBBN1X1 FANTA ORG MCDO","18LCDBBN1X1 FIS SWTNER EXPO",13534,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","203414",120,"20LCDBBN1X1 FANTA ORG MCDO","18LCDBBN1X1 FIS SWTNER EXPO",4920,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","202990",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 FANTA SPLSH ORG POM",83773,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","203232",120,"20LCDBBN1X1 FANTA ORG MCDO","18LCDBBN1X1 FIS SWTNER EXPO",3680,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","201525",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 Coke POM",41643,97591,1.72374797571377,2.15203554902277,3,30,120
"200820","0281","Köln","200405",30,"20LCDBBN1X1 FANTA ORG MCDO","10LCDBBN1X1 Sprite POM",106540,97591,1.72374797571377,2.15203554902277,3,30,120
